"","link","Brand","Model","year","Engine","body_type","Wheelbase","fuel_supply","valves_in_cylinders","Fuel","eco_standart","ABS","front_brakes","rear_brakes","length","width","height","weight","max_width","boot_capacity","engine_kw","engine_hp","torque","cylinders_diameter","fuel_capacity","max_speed","acceleration","fuel_town","fuel_road","fuel_avg","doors","seats","cylinders","gears","tires","wheels"
"156","https://www.car-info.com/en/model/porsche/cayman/cayman/2-9i-265hp","Porsche","Cayman","2009  ",2893,"Coupe",2415,"Injection ",NA,"A-98",NA,"Yes",NA,NA,4347,1801,1304,1304,1635,NA,194,260,194,89,65,265,5.8,13.81,6.91,9.41,NA,NA,NA,NA,"205/55",NA
"157","https://www.car-info.com/en/model/porsche/cayman/cayman/3-4-cayman-r-330hp","Porsche","Cayman","2009  ",3436,"Coupe",2415,"Injection ",NA,"A-98",NA,"Yes",NA,NA,4347,1801,1304,1304,1590,NA,242,324,242,NA,65,282,5,14.21,7.11,9.71,NA,NA,NA,NA,"235/40",NA
"158","https://www.car-info.com/en/model/porsche/carrera-gt/carrera-gt/5-7-i-v10-40v-612-hp","Porsche","Carrera GT","2003  ",5733,"Cabrio",2730,"Injection ","4","A-98",NA,"Yes",NA,NA,4613,1921,1166,1166,1600,NA,449,602,449,98,92,330,3.9,28.31,11.71,NA,"2","2","10","6","265/35","9,5"
"159","https://www.car-info.com/en/model/porsche/macan/macan/s-3-0-at-340-hp-4wd","Porsche","Macan","2013  ",2997,"SUV",2807,"Injection ","4","A-98",NA,NA,NA,NA,4681,1923,1624,1624,2550,1500,249,334,249,NA,NA,254,5.4,11.61,7.61,9100,"5","5","6","7",NA,NA
"160","https://www.car-info.com/en/model/porsche/macan/macan/turbo-3-0-at-400-hp-4wd","Porsche","Macan","2013  ",2997,"SUV",2807,"Injection ","4","A-98",NA,NA,NA,NA,4681,1923,1624,1624,2550,1500,293,393,293,NA,NA,266,4.8,11.81,7.81,9.21,"5","5","6","7",NA,NA
"161","https://www.car-info.com/en/model/porsche/macan/macan/s-diesel-3-0d-at-258-hp-4wd","Porsche","Macan","2013  ",2967,"SUV",2807,"Common rail ","4","Diesel",NA,NA,NA,NA,4681,1923,1624,1624,2575,1500,189,253,189,NA,NA,230,6.3,6.91,5.91,6.31,"5","5","6","7",NA,NA
"162","https://www.car-info.com/en/model/porsche/macan/macan/2-0-at-237-hp-4wd","Porsche","Macan","2014  ",1984,"SUV",2807,"Injection ","4","A-95","Euro 6",NA,NA,NA,4681,1923,1624,1624,2445,500,174,233,174,NA,75,223,6.9,NA,NA,NA,"5","5","4","7","235/60/R18",NA
"163","https://www.car-info.com/en/model/porsche/macan/macan/gts-3-0-at-360-hp-4wd","Porsche","Macan","2015  ",2997,"SUV",2807,"Injection ","4","A-98","Euro 6",NA,NA,NA,4681,1923,1624,1624,2550,500,264,354,264,NA,75,256,5.2,NA,NA,NA,"5","5","6","7","235/60/R18",NA
"164","https://www.car-info.com/en/model/porsche/macan/macan/diesel-3-0d-at-211-hp-4wd-1","Porsche","Macan","2014  ",2967,"SUV",2807,"Injection ","4","Diesel","Euro 6",NA,NA,NA,4681,1923,1624,1624,2575,500,155,208,155,NA,75,216,7.7,NA,NA,NA,"5","5","6","7","235/60/R18",NA
"165","https://www.car-info.com/en/model/porsche/panamera/panamera-turbo-s/4-8t-v8-550hp","Porsche","Panamera Turbo S","2009  ",4806,"Coupe",2920,"Injection ",NA,"A-98",NA,NA,NA,NA,4970,1930,1418,1418,2500,NA,403,540,403,NA,100,306,3.8,17100,8.41,11.51,NA,NA,NA,NA,NA,NA
"166","https://www.car-info.com/en/model/porsche/panamera/panamera-s-hybrid/3-0i-v6-hybrid-333-47hp","Porsche","Panamera S Hybrid","2011  ",2995,"Coupe",2920,"Injection ",NA,"A-95",NA,"Yes",NA,NA,4970,1913,1418,1418,2375,NA,244,327,244,NA,80,270,6,7.61,6.81,7.11,NA,NA,NA,NA,"245/50",NA
"167","https://www.car-info.com/en/model/porsche/panamera/panamera-i-facelift/4s-3-0-at-420-hp-4wd-1","Porsche","Panamera I Facelift","2013  ",2997,"Fastback",2920,"Injection ","4","A-98","EURO V",NA,NA,NA,5015,1931,1418,1418,2450,126,308,413,308,NA,80,286,4.8,12.21,7.21,8.91,"5","4","6","7","245/50",NA
"168","https://www.car-info.com/en/model/porsche/panamera/panamera-i-facelift/s-3-0-at-420-hp","Porsche","Panamera I Facelift","2013  ",2997,"Fastback",2920,"Injection ","4","A-98","EURO V",NA,NA,NA,5015,1931,1418,1418,2415,126,308,413,308,NA,80,287,5.1,11.91,6.91,8.71,"5","4","6","7","245/50",NA
"169","https://www.car-info.com/en/model/porsche/panamera/panamera-i-facelift/diesel-3-0d-at-250-hp","Porsche","Panamera I Facelift","2013  ",2967,"Fastback",2920,"Common rail ",NA,"Diesel","EURO V",NA,NA,NA,5015,1931,1418,1418,2500,126,183,245,183,NA,80,244,6.4,7.81,5.51,6.31,"5","4","6","8","245/50",NA
"170","https://www.car-info.com/en/model/porsche/panamera/panamera-i-facelift/diesel-3-0d-at-300-hp","Porsche","Panamera I Facelift","2013  ",2967,"Fastback",2920,"Common rail ","4","Diesel","EURO V",NA,NA,NA,5015,1931,1418,1418,2500,126,220,295,220,NA,80,259,6,NA,NA,6.41,"5","4","6","8","245/50",NA
"171","https://www.car-info.com/en/model/porsche/panamera/panamera-i-facelift/s-e-hybrid-3-0hyb-at-333-hp","Porsche","Panamera I Facelift","2013  ",2995,"Fastback",2920,"Injection ","4","A-95","EURO V",NA,NA,NA,5015,1931,1418,1418,2580,126,244,327,244,NA,80,270,5.5,NA,NA,3.11,"5","4","6","8","245/50",NA
"172","https://www.car-info.com/en/model/porsche/panamera/panamera-i-facelift/3-6-at-310-hp","Porsche","Panamera I Facelift","2013  ",3605,"Fastback",2920,"Injection ",NA,"A-98","EURO V",NA,NA,NA,5015,1931,1418,1418,2380,126,227,304,227,NA,80,259,6.3,11.21,6.81,8.41,"5","4","6","7","245/50",NA
"173","https://www.car-info.com/en/model/porsche/panamera/panamera-i-facelift/4-3-6-at-310-hp-4wd","Porsche","Panamera I Facelift","2013  ",3605,"Fastback",2920,"Injection ",NA,"A-98","EURO V",NA,NA,NA,5015,1931,1418,1418,2420,126,227,304,227,NA,80,257,6.1,11.41,7.11,8.71,"5","4","6","7","245/50",NA
"174","https://www.car-info.com/en/model/porsche/panamera/panamera-i-facelift/gts-4-8-at-440-hp-4wd","Porsche","Panamera I Facelift","2013  ",4806,"Fastback",2920,"Injection ","4","A-98",NA,NA,NA,NA,5015,1931,1408,1408,2500,126,323,433,323,NA,100,288,4.4,15.71,7.81,10.71,"5","4","8","7",NA,NA
"175","https://www.car-info.com/en/model/porsche/panamera/panamera-i-facelift/turbo-4-8-at-520-hp-4wd-1","Porsche","Panamera I Facelift","2013  ",4806,"Fastback",2920,"Injection ","4","A-98","EURO V",NA,NA,NA,5015,1931,1418,1418,2500,126,381,511,381,NA,100,305,4.1,14.71,7.71,10.21,"5","4","8","7","255/45",NA
"176","https://www.car-info.com/en/model/porsche/panamera/panamera-i-facelift/turbo-s-4-8-at-570-hp-4wd","Porsche","Panamera I Facelift","2013  ",4806,"Fastback",2920,"Injection ","4","A-98","EURO V",NA,NA,NA,5015,1931,1418,1418,2500,126,418,560,418,960,100,310,3.8,14.71,7.71,10.21,"5","4","8","7","255/45",NA
"177","https://www.car-info.com/en/model/porsche/panamera/panamera-i-facelift/4s-executive-3-0-at-420-hp-4wd","Porsche","Panamera I Facelift","2013  ",2997,"Fastback",3070,"Injection ","4","A-98","EURO V",NA,NA,NA,5165,1931,1425,1425,2485,126,308,413,308,NA,100,286,5,12.41,7.31,9100,"5","4","6","7","245/50",NA
"178","https://www.car-info.com/en/model/porsche/panamera/panamera-i-facelift/turbo-executive-4-8-at-520-hp-4wd","Porsche","Panamera I Facelift","2013  ",4806,"Fastback",3070,"Injection ","4","A-98",NA,NA,NA,NA,5165,1931,1425,1425,2560,126,381,511,381,NA,100,305,4.2,14.91,7.81,10.31,"5","4","8","7","255/45",NA
"179","https://www.car-info.com/en/model/porsche/panamera/panamera-i-facelift/turbo-s-executive-4-8-at-570-hp-4wd","Porsche","Panamera I Facelift","2013  ",4806,"Fastback",3070,"Injection ","4","A-98",NA,NA,NA,NA,5165,1931,1425,1425,2560,126,418,560,418,960,100,310,3.9,14.91,7.81,10.31,"5","4","8","7","255/45",NA
"180","https://www.car-info.com/en/model/porsche/panamera/panamera-gts/4-8-v8-430-hp","Porsche","Panamera GTS","2012  ",4806,"SUV",2920,"Injection ",NA,"A-98",NA,NA,NA,NA,4970,1931,1408,1408,2480,NA,315,422,315,NA,100,288,4.5,16.11,8100,10.91,NA,NA,NA,NA,NA,NA
"181","https://www.car-info.com/en/model/porsche/panamera/panamera-diesel/3-0-tdi-v6-250hp-1","Porsche","Panamera Diesel","2011  ",2967,"SUV",2920,"Common rail ",NA,"Diesel",NA,"Yes",NA,NA,4970,1913,1418,1418,2365,NA,183,245,183,NA,80,242,6.8,8.11,5.61,6.51,NA,NA,NA,NA,"245/50",NA
"182","https://www.car-info.com/en/model/porsche/panamera/panamera/3-6-v6-300-hp-1","Porsche","Panamera","2010  ",3605,"SUV",2920,"Injection ","4","-",NA,"Yes",NA,NA,4970,1913,1418,1418,NA,NA,220,295,220,NA,80,261,6.8,16.41,7.81,11.31,"4","4","6","6","245/50R18W",NA
"183","https://www.car-info.com/en/model/porsche/panamera/panamera/3-6-v6-300-hp-4wd","Porsche","Panamera","2010  ",3605,"Coupe",2920,"Injection ","4","-",NA,"Yes",NA,NA,4970,1913,1418,1418,2365,NA,220,295,220,NA,80,261,6.8,16.41,7.81,11.31,"4","4","6","6","245/50R18W",NA
"184","https://www.car-info.com/en/model/porsche/panamera/panamera/4-8-v8-4s-400-hp-pdk","Porsche","Panamera","2009  ",4806,"Coupe",2920,"Injection ","4","A-98",NA,"Yes",NA,NA,4970,1913,1418,1418,2440,NA,293,393,293,NA,100,282,5,16.41,8.11,11.11,"4","4","8","7","245/50R18W",NA
"185","https://www.car-info.com/en/model/porsche/panamera/panamera/4-8-v8-s-400-hp","Porsche","Panamera","2009  ",4806,"Coupe",2920,"Injection ","4","A-98",NA,"Yes",NA,NA,4970,1913,1418,1418,2375,NA,293,393,293,NA,80,285,5.6,18.81,8.91,12.51,"4","4","8","6","245/50R18W",NA
"186","https://www.car-info.com/en/model/porsche/panamera/panamera/4-8-v8-s-400-hp-pdk","Porsche","Panamera","2009  ",4806,"Coupe",2920,"Injection ","4","A-98",NA,"Yes",NA,NA,4970,1913,1418,1418,2405,NA,293,393,293,NA,80,283,5.4,16100,7.91,10.81,"4","4","8","7","245/50R18W",NA
"187","https://www.car-info.com/en/model/porsche/panamera/panamera/4-8-v8-turbo-500-hp-pdk","Porsche","Panamera","2009  ",4806,"Coupe",2920,"Injection ","4","A-98",NA,"Yes",NA,NA,4970,1913,1418,1418,2500,NA,367,492,367,NA,100,303,4.2,18100,8.91,12.21,"4","4","8","7","255/45"," 9"
